,text,airline_sentiment,nb_bow,nb_tfidf,dt_bow,dt_tfidf
9797,pm w answer flt 4278 still time ground hr w gate need help pl,negative,negative,negative,negative,negative
4857,get one,neutral,neutral,neutral,neutral,neutral
7180,one way let select citystrangeand fair look normal,negative,negative,negative,negative,negative
10752,2 bad plane amp 3 gate chang lot exercis travelfail let hope plane work im tire,negative,negative,negative,negative,negative
4567,thank,positive,positive,positive,positive,positive
9383,guy cancel flightl two flight yesterday check bag huntsvil went miss philli,negative,negative,negative,negative,negative
5675,answer phone chang flight plan srsli,negative,negative,negative,negative,negative
3706,patient luxuri middl seat next delay flight,negative,negative,negative,negative,negative
6024,add new direct flight columbu oakland amp boston start august 2015 cmh oak bo,neutral,neutral,neutral,neutral,neutral
2533,teach gate agent 2 lie learn overhead space bag didnt check,negative,negative,negative,negative,negative
7810,she stand cell announc info thismosaicnothappi,negative,negative,negative,negative,negative
6369,bag late flightcheck put differ flight oakgtmsi troubl track help,neutral,neutral,neutral,neutral,neutral
1550,jp dm messag cant get dm,negative,negative,negative,negative,negative
8440,thank much wasnt sure sinc know limit 4 oz excit fli jetblu,positive,positive,positive,positive,positive
3054,worst major u airlin proof theyr board plane outsid galley door open 0 degre weather wtf,negative,negative,negative,negative,negative
10180,flight cancel flightl due weather condit arriv citi uhi dont think,negative,negative,negative,negative,negative
11296,delay max,negative,negative,negative,negative,negative
10303,need help flight weather funer tough combin hold hour plea,negative,negative,negative,negative,negative
4501,custom servic fll bwiand pit terribleno one know bag arehi job cloth amp gear,negative,negative,negative,negative,negative
7424,5 hour delay hour increment realli amp mosaic still pay 25 use loung wast sunday,negative,negative,negative,negative,negative
1534,load u fli sardin knew pilot 2 hour late flight incompet beyond belief,negative,negative,negative,negative,negative
11992,none lax flight dfw cancel flightl land fine complet arbitrari,positive,neutral,neutral,neutral,neutral
11971,cancel flight flight left help find hotel stay slept airport night,negative,negative,negative,negative,negative
8975,agre richard p liter rip tix face made rude inappropri comment u famili aw,neutral,positive,positive,neutral,neutral
3687,report still istanbul moment appar plane haha hat pilot,positive,positive,neutral,neutral,neutral
11042,alreadi question still say progress 6 day,negative,negative,negative,negative,negative
9652,alreadi plan local boycott washington dc area,negative,negative,negative,negative,negative
9871,told deserv delay book last flight hear inconvi miss flight,negative,negative,negative,negative,negative
6385,male flight attend must play game call bigger dick peopl flight 952 chimid,negative,negative,negative,negative,negative
9316,also explain check u airway site amp pick standbi 1st put list,neutral,neutral,neutral,neutral,neutral
7332,thank still annoy especi miss flight tweet tsa,negative,negative,negative,negative,negative
942,ive never experienc worst custom servic place blame codeshar partner assum respons unaccept,negative,negative,negative,negative,negative
5894,thank b day concert watch notic fist bumphigh five end rock version,positive,positive,positive,positive,positive
11071,take lesson wait passeng connect flight shame,negative,negative,negative,negative,negative
1675,worst fli experi ever tri blame atc watch load bag 30min board 45min late flight,negative,negative,negative,negative,negative
631,guess that much ask huh,neutral,positive,positive,neutral,neutral
8889,im get info websit need check alert would much benefici,neutral,neutral,neutral,neutral,neutral
3309,worst airlin ever 70 leg travel offici done time vocab im take premier statu,negative,negative,negative,negative,negative
3174,us3645 leav ord time week shame,negative,negative,negative,negative,negative
658,someon plea explain process happen properti found plane passeng leav heathrow,neutral,neutral,neutral,neutral,neutral
2265,lmfao,neutral,neutral,neutral,neutral,neutral
7435,come thought tampa,negative,negative,negative,negative,negative
5933,bwisjd servic season wasnt part extens call intl desk didnt know want fli sept sat,negative,negative,negative,negative,negative
1631,alway surpris aw airlin guy suck worst,negative,negative,negative,negative,negative
11653,delay three time final board wait 20 minut told plan complet power,negative,negative,negative,negative,negative
10032,next time promis ontim departur stick instead stuf u sweat box air,negative,negative,negative,negative,negative
8300,littl vino wouldnt hurt,neutral,neutral,positive,neutral,neutral
1870,look like form photo someth burst luggag correct jh alway blame custom,negative,negative,negative,negative,negative
8743,sent,neutral,neutral,neutral,neutral,neutral
7677,airlin sound outstand twitter feed clearli extrem use keep great work,positive,positive,positive,positive,positive
3849,jh go process refund wifi ask receipt never receiv email guy whack credit card,negative,negative,negative,negative,negative
10759,nightmarish custom servic elit member im appal,negative,negative,negative,negative,negative
2089,show tone deaf video year wifi come hahnot leav ftw,negative,negative,negative,negative,negative
7802,awesom thank,positive,positive,positive,positive,positive
10954,428 delay due frozentoilet medicalissu mechanicalissu dispatchissu weve heard letsgo,negative,negative,negative,negative,negative
11751,thank travi phl east checkin know baggag polici ski amp boot count 1 teach mgr didnt know,positive,neutral,neutral,neutral,neutral
2998,past,neutral,neutral,neutral,neutral,neutral
5146,love southwest accept flight attend mani talent alway flyswa,positive,positive,positive,positive,positive
4630,right delay im crabbi also allow one famili member purchas earlybird check hold row,negative,negative,negative,negative,negative
2009,okay thank,neutral,positive,positive,positive,positive
11721,ive hold 2 hour need rebook flight plea help,negative,negative,negative,negative,negative
1683,flight alreadi cancel flightl morn snow storm denver im dc wait pilot get,negative,negative,negative,negative,negative
1278,book flight reserv seat go check find seat wtf,negative,negative,negative,negative,negative
11019,least could make caus ruin peopl memori asham,negative,negative,negative,negative,negative
361,bruh turn vxsafetyd,neutral,neutral,neutral,neutral,neutral
5343,hold hour speak custom servic rep heck southwest customerservic,negative,negative,negative,negative,negative
11421,would kill let 3000 mile expir,negative,negative,negative,negative,negative
5934,scott best thank yo bottom heartdestinationdragon friend la see u friday,positive,positive,positive,positive,positive
3883,delay unit gate agent borderlin rude ask flight statu question happen unit,negative,negative,negative,negative,negative
4187,youd learn listen customersy want want ask custom want,negative,negative,negative,negative,negative
2374,cldnt happier w mani plastic wing pin given flight 494 love amaz staff nice,positive,positive,positive,positive,positive
3205,ord gate c25 flt 619 rememb custom valuabl hard nice someon lug guitar amp carryon,negative,negative,negative,negative,negative
634,isnt one time thing either shock pattern repeat neglect disrespect,negative,negative,negative,negative,negative
2762,free booz bach parti would make better ordgtmsi delay enjoy either way thank,positive,positive,positive,positive,positive
199,love guy song danc high school danc revu,positive,positive,positive,positive,positive
1450,ye terribl servic courrier,negative,negative,negative,negative,negative
1287,plea help,neutral,neutral,neutral,neutral,neutral
5099,delaci p compassion profession despit flight challeng made passeng feel like prioriti,positive,positive,positive,neutral,neutral
5232,son flight cancel flightl today hold 2 hour avail help rebook,negative,negative,negative,negative,negative
7254,appreci respons alreadi spoke mco respons noth idk that mean,negative,negative,negative,negative,negative
28,amaz cant get cold air vent vx358 noair worstflightev roast sfotobo,negative,negative,negative,negative,negative
2887,airlin chang mileageplu program winner loser,neutral,neutral,neutral,positive,positive
2805,cant american airlin suppos,negative,negative,negative,negative,negative
4426,hold custom servic may quicker rebook trip lower fare differ go,negative,negative,negative,negative,negative
8059,sent curiou see kind comp get,positive,positive,positive,neutral,neutral
1615,unfortun bad experi fli saturday inpolit crew bad delay,negative,negative,negative,negative,negative
